7,192,2,0,0,6,3,0,0,0,0,0,22,8,0,0,0,0,0,0,44,1,0,0,0,0,0,2,6,1,0,0,0,0,0,0,7,27,9,0,0,0,0,0,168,30,0,0,0,0,0,17,168,17,0,0,0,0,0,37,97,21,0,0,0,0,0,1,13,19,10,15,0,0,0,0,168,37,1,0,0,0,0,6,168,30,0,0,0,0,9,88,92,8,0,0,0,0,32,67,0,8,19,122,8,0,0,0,116,22,4,5,1,0,0,5,161,38,9,0,0,0,33,135,9,33,25,0,0,0,96,135
11,93,2,0,23,22,14,17,36,64,151,27,36,23,5,17,103,67,45,13,32,21,15,13,3,7,14,15,0,0,9,8,1,9,37,2,35,4,4,0,0,17,151,48,151,72,12,3,3,17,70,70,43,51,47,83,15,3,3,6,3,45,47,22,2,0,0,0,74,27,21,5,0,2,7,10,151,46,3,0,0,0,13,89,42,16,18,21,13,20,97,66,13,29,14,6,1,2,47,45,75,17,5,6,1,2,2,10,151,125,11,0,0,0,1,10,13,48,88,25,1,3,18,9,0,3,51,17,0,1,19,9
12,252,2,0,0,0,0,0,0,5,39,9,2,1,0,4,12,63,112,27,37,22,15,4,7,37,111,67,4,12,49,5,4,91,94,29,1,0,0,0,0,2,65,26,42,23,17,1,2,12,130,130,130,85,52,4,3,10,34,60,51,119,130,7,1,4,4,6,0,0,0,0,0,0,0,1,36,34,56,22,1,0,3,19,130,81,31,15,1,0,0,14,115,86,23,0,0,0,0,18,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,101,69,7,1,0,0,0,1,93,123,24,0,0,0,1,7
16,82,2,0,0,5,36,2,1,14,52,0,148,18,13,0,0,3,22,46,167,16,4,2,2,7,33,138,5,12,32,9,4,21,75,19,0,1,20,7,14,19,8,3,135,10,12,7,3,4,5,39,167,90,10,1,0,0,2,37,18,55,80,12,2,6,8,4,1,1,9,10,12,7,9,19,137,17,12,4,0,0,1,26,167,31,2,2,0,1,3,53,34,14,24,11,17,29,12,18,1,5,20,11,3,0,1,1,88,15,23,2,0,0,0,14,167,40,6,0,0,0,1,51,48,37,58,2,2,3,3,19
31,119,2,0,73,26,0,1,31,18,11,16,81,8,0,1,44,28,7,12,29,5,1,5,24,60,24,17,5,2,2,7,38,64,32,18,94,41,29,39,54,46,25,47,98,12,3,23,58,36,10,28,24,20,7,21,75,20,5,6,7,54,29,58,34,20,9,4,66,18,4,7,20,73,112,112,112,99,5,11,18,44,26,52,43,75,16,47,31,0,0,4,34,82,34,55,10,4,1,1,112,12,0,1,8,4,6,54,112,112,10,9,4,12,53,43,30,48,12,34,17,50,112,14,18,20,4,16,20,88,112,10
32,56,2,0,153,23,1,0,0,0,1,74,87,21,20,26,8,5,13,63,14,24,21,52,3,0,0,9,13,31,8,4,24,3,0,8,153,38,0,0,0,0,0,46,153,39,4,5,1,2,4,60,40,32,19,54,17,21,4,1,4,19,6,3,30,46,10,0,153,45,0,0,0,0,11,62,153,19,0,0,1,7,10,107,31,1,0,1,29,64,8,17,0,0,0,0,25,51,7,0,70,1,0,0,0,0,47,122,153,4,0,0,0,5,19,139,33,0,0,0,10,42,10,9,0,0,0,0,15,42,3,0
32,198,2,1,17,2,1,1,20,16,26,66,22,9,2,6,9,8,30,30,9,8,9,45,31,8,2,2,7,12,13,6,5,2,2,4,65,0,0,0,12,83,106,150,150,12,0,1,10,3,15,96,27,6,1,9,107,51,11,8,4,4,3,2,9,11,49,44,150,108,0,0,0,49,26,88,150,65,0,0,14,13,1,40,15,0,0,6,125,53,2,4,7,0,0,4,31,14,15,21,150,102,0,0,0,0,1,8,119,33,0,0,6,19,15,22,2,0,0,9,58,39,8,6,1,0,0,3,30,21,8,5
50,29,2,1,1,3,1,0,0,2,4,1,2,2,1,0,0,44,22,2,54,75,5,0,1,46,19,8,23,139,93,14,14,16,0,0,0,0,0,0,9,77,8,1,25,3,0,0,5,139,60,16,139,55,0,0,0,41,53,85,75,48,5,2,15,118,53,24,0,6,15,4,20,139,5,0,40,78,72,17,29,139,9,4,139,121,7,0,0,8,22,56,17,1,0,0,0,43,67,25,3,74,28,9,20,42,0,0,33,83,49,20,25,1,0,0,52,76,2,0,0,8,11,3,1,0,0,0,0,11,21,4
51,156,2,1,30,19,3,5,12,8,65,24,8,5,6,4,6,100,113,12,4,0,0,4,18,78,41,17,1,0,0,5,29,14,2,2,17,22,8,8,3,10,100,23,13,10,10,39,80,117,120,19,127,31,3,2,11,31,62,80,15,11,10,27,27,0,0,4,108,31,8,8,11,23,25,67,63,15,11,48,127,127,26,19,127,47,4,3,35,17,10,68,15,10,6,13,38,23,10,12,44,30,10,20,14,18,14,27,46,9,6,48,118,83,13,7,127,46,2,2,10,7,5,47,12,4,1,1,11,56,17,14
51,156,2,0,13,52,15,15,16,6,1,2,15,7,4,49,127,40,2,2,117,84,14,8,38,7,7,53,10,17,14,31,47,27,9,16,36,25,12,15,16,9,6,13,38,17,10,80,127,38,4,4,127,127,24,21,59,14,12,55,10,20,25,68,104,30,9,9,27,0,0,3,14,11,11,29,11,30,58,81,127,28,4,2,74,125,117,18,13,9,10,40,2,13,106,19,15,19,8,8,31,12,1,2,1,0,0,7,18,72,35,19,4,0,0,4,8,113,101,9,6,4,6,5,11,9,63,23,36,20,4,5
